硬碰硬	aaaf
中國話	ldxm
數白論黃	ldxs
中國農業銀行	ldyd
别開生面	ldye
別開生面	ldye
中國特色	ldyh
叫醒	ldyj
中學生	ldys
聽而不聞	lead
吧凳	lebf
耳軟	lebh
耳屎	lebq
吸引	lebu
耳熟	leck
吸到	lecm
吧女	lecn
吳京	leco
匹敵	lecq
耳旁	lecq
吸出	ledd
嚴以律己	lede
吳國	ledk
耳聞	ledl
吸盤	ledl
戰爭片	ledp
嚴以律己寬以待人	ledr
吸收	ledt
三個代表	leeh
取保候審	leei
吸住	leek
取而代之	leeo
吸進	leeo
耳朶	leeu
唯一	lefi
喉頭	lefl
吳哲	lefr
聊備一格	lefu
三位一體	lefx
唯我	legf
只爭朝夕	legh
吸管	legi
喉部	legl
耳部	legl
吸血	legp
吸氣	legq
耳垂	legs
耳聾	legw
吸毒	leha
取信於民	lehe
耳鼓	lehg
吸熱	lehk
吳越	lehk
耳垢	lehr
唯實	leia
聊以自慰	leib
吧友	leib
三個臭皮匠賽過諸葛亮	leic
聊以塞責	leih
耳邊	leii
唯恐	leil
遺傳工程	leim
唯獨	leip
耳塞	leis
唯有	leiw
哈巴狗	leiw
耳穴	leix
匹克	lejd
耳環	lejp
耳孔	leke
耳飾	lekg
吧務	lekg
三段式	leki
吧主	lekj
三民主義	lekq
吸食	leks
耳順	lela
吸取	lelb
耳鳴	leld
吧喞	leld
呱喞	leld
呱呱	lele
咻咻	lele
耳風	lelf
喉嚨	lelg
咿呀	lelj
耳聽	lelj
吸吮	leln
吧嗒	lels
耳朵	lelu
吧唧	lelv
呱唧	lelv
耳廓	lemc
吸塵	lemh
耳科	lemi
喉舌	lems
嚼舌	lems
數以千計	lemx
哺乳動物	lemy
吳波	lenb
吸溼	lenf
吳江	leni
吸濕	lenj
吸溜	lenk
吸水	lens
吳淞	lenu
耳洞	leny
哈佛大學	leod
中低級	leoe
匹夫	leof
喉結	leoh
鄂倫春族	leoh
鄂倫春	leoj
耳光	leol
吸光	leol
耳尖	leoo
耳套	leop
吸納	leoy
吸附	lepe
啞巴虧	lepe
聖保羅	lepo
耳墜	lepq
中低階	lepu
耳際	lepw
嚼爛	leqd
唯美	leqo
喉炎	leqq
耳背	lequ
嚼着	leqw
吳尊	leqy
吸煙	leqy
職代會	lerf
口傳心授	lerf
唯心	leri
匹馬	lerm
風俗人情	lerr
耳性	lery
鳳仙花	lese
吸菸	lesh
嚼著	lesh
吸力	lesl
耳力	lesl
數以萬計	lesx
耳針	letg
喉鏡	letg
耳鏡	letg
耳釘	letx
吧檯	leuh
耳機	leun
耳根	leun
吧枱	leun
吧椅	leuo
唯其	leuq
吸入	leur
耳麥	leut
中低檔	leuv
哺乳期	leuw
嚼蠟	levl
耳畔	levq
耳蟎	levs
耳蝸	levx
呼倫貝爾	lewf
耳目	lewm
耳膜	lews
吸脂	lewu
耳語	lexf
吳語	lexf
吸過	lexo
三段論	lexr
匹配	leye
耳生	leys
唯物	leyw
夙願	lfad
風壓	lfaj
風發	lfbb
風車	lfbj
喫一塹長一智	lfbj
吃一塹長一智	lfbj
吹拉彈唱	lfbl
啞彈	lfbl
鳳尾	lfbm
聽天由命	lfbr
喫一塹	lfbr
風輪	lfbr
吃一塹	lfbr
嗝屁	lfbu
三頭六臂	lfcb
風衣	lfcc
三推六問	lfcd
夙夜	lfce
唔好	lfck
順手牽羊	lfcq
風致	lfct
風扇	lfcv
風裏	lfcv
風裡	lfcv
鳳姐	lfcw
風兒	lfdd
戰天鬥地	lfdh
風行	lfdj
戰列艦	lfdj
風聞	lfdl
風圈	lfdq
風向	lfdx
啞巴	lfeb
風傳	lfeb
另一個	lfed
哪一個	lfed
風伯	lfed
巡按使	lfef
風俗	lfek
另一面	lfem
鳳儀	lfeq
耳提面命	lfer
風采	lfeu
風化	lfeu
數據集	lfeu
鳳爪	lfez
三天兩頭	lfff
風頭正勁	lfff
呼天搶地	lffh
風控	lffi
風頭	lffl
風投	lffl
哭天抹淚	lffn
三天打魚兩天曬網	lffo
風擋	lffv
三天打魚	lffv
風捲殘雲	lffy
風範	lfgb
風笛	lfgb
風貌	lfgd
風箏	lfge
風韻	lfgj
風乾	lfgj
唔系	lfgo
風氣	lfgq
鳳舞	lfgs
風箱	lfgu
風聲	lfhb
數據表	lfhc
串列埠	lfhd
風色	lfhe
另一方面	lfhe
鳳冠	lfhf
風勢	lfhk
鳳城	lfhk
風趣	lfhl
風土	lfht
鄂爾多斯	lfhu
風急	lfhv
風害	lfib
聊天室	lfic
單打獨鬥	lfid
風斗	lfig
風姿	lfih
風冷	lfir
風寒	lfis
哽塞	lfis
凡爾賽	lfis
雖死猶生	lfiy
風神	lfjb
風景	lfjc
風雅	lfje
風量	lfjf
風琴	lfjj
中提琴	lfjj
口頭禪	lfjl
風暴	lfjs
三五成群	lfkv
風蝕	lfkv
三五成羣	lfkv
咧嘴	lfla
吆五喝六	lflc
鳳凰	lfld
哽咽	lfld
中括號	lfld
吁吁	lflf
啪啪	lflf
三一三十一	lflf
哽噎	lflh
哭天喊地	lflh
風吹	lflh
數一數二	lfli
啪嚓	lfli
聽一聽	lflj
聊一聊	lflk
風味	lfln
風災	lflq
啪嗒	lfls
風中	lflu
風口	lflv
呆頭呆腦	lflw
風磨	lfma
數據庫	lfmb
風刀	lfmd
風塵	lfmh
鳳梨	lfmm
另一種	lfmm
風疹	lfmr
順天應人	lfmr
風度	lfms
風癱	lfms
風靡	lfmu
風源	lfna
數據源	lfna
風波	lfnb
風流	lfnc
風涼	lfnc
哈爾濱市	lfnc
風溼	lfnf
風潮	lfng
哈爾濱	lfni
風濕	lfnj
風浪	lfnk
鳳台	lfnl
風沙	lfno
風水	lfns
風能	lfnw
風洞	lfny
數據線	lfod
風大	lfod
饕餮之徒	lfod
風紀	lfoe
風級	lfoe
風光	lfol
啞光	lfol
啞劇	lfpg
風障	lfpg
鳳陽	lfpj
風帆	lfpl
嚴刑峻法	lfpn
風險	lfpr
風帽	lfpy
鳳崗	lfpy
風燈	lfqb
三更半夜	lfqc
啞火	lfqh
風火	lfqh
另一半	lfqj
風爐	lfqp
聚丙烯	lfqs
啞炮	lfqw
風煙	lfqy
風騷	lfrb
唔會	lfrf
風情	lfrh
噁心	lfri
風力	lfsl
風華	lfss
風鏡	lftg
風鈴	lftr
啞鈴	lftr
風鑽	lfty
風速	lful
風機	lfun
風格	lfut
單元格	lfut
風尚	lfvs
鳳蝶	lfvs
數據包	lfwe
啞然	lfwi
鳳眼	lfwn
風月	lfwy
品頭論足	lfxa
唾手可得	lfxd
口頭語	lfxf
啞語	lfxf
風骨	lfxg
啞謎	lfxq
風訊	lfxt
風電	lfyb
哄擡物價	lfye
哄抬物價	lfye
風雲	lfyi
風霜	lfyu
風雨	lfyv
風雪	lfyv
風雷	lfyv
風物	lfyw
哭笑不得	lgad
數百	lgaj
戰無不勝攻無不克	lgaj
噴砂	lgao
數碼	lgar
噴碼	lgar
戰無不勝	lgaw
數頁	lgaw
噴發	lgbb
數軸	lgbb
職專	lgbk
品竹彈絲	lgbo
吃屎	lgbq
嗔怒	lgcb
吃奶	lgce
職高	lgcg
數九	lgcj
吃好	lgck
唾棄	lgcn
鄙棄	lgcn
吃齋	lgcq
呼扇	lgcv
三十六計	lgcx
三十六計走爲上計	lgcx
三十六計走為上計	lgcx
别無出路	lgda
別無出路	lgda
噴出	lgdd
呼出	lgdd
别無所求	lgdf
別無所求	lgdf
吸血鬼	lgdg
三妻四妾	lgdg
中立國	lgdk
數國	lgdk
噴泉	lgdn
數學	lgds
職銜	lgdt
三等奬	lgdw
噴漿	lgdw
吃的	lgdw
三等獎	lgdw
數個	lged
咋個	lged
别無選擇	lgef
別無選擇	lgef
職位	lgeg
數值	lgeg
三十而立	lgeg
數位	lgeg
數億	lgeg
數伏	lgei
數以	lgek
吃住	lgek
别無他法	lgen
別無他法	lgen
吃雞	lgen
職改	lget
吃貨	lgeu
鄙俚	lgev
吐氣揚眉	lgfb
數列	lgfh
三朝元老	lgfh
數控	lgfi
三番五次	lgfi
三番兩次	lgfi
噴頭	lgfl
數頭	lgfl
吃勁	lgfl
呼救	lgfn
數天	lgfo
數據	lgfp
吃掉	lgfp
噴撒	lgfs
呼延	lgga
單簧管	lggi
噴管	lggi
數十	lggi
鄙意	lggj
數年	lggj
數載	lggk
嘲笑	lggm
噴血	lggp
噴氣	lggq
呼氣	lggq
呼籲	lggr
咋辦	lggs
吃辣	lggu
三十年河東三十年河西	lggy
嗔怨	lgha
呼聲	lghb
吱聲	lghb
數表	lghc
吃壞	lghc
噴施	lghg
噴壺	lghh
順我者昌逆我者亡	lghh
職場	lghj
順我者昌	lghj
咋地	lghj
職教	lghk
呼臺	lghl
數名	lghl
鄙吝	lghl
吃素	lgho
職責	lghw
别無二致	lgic
別無二致	lgic
吃完	lgif
職工	lgig
數家	lgig
數次	lgih
風韻猶存	lgii
吃穿	lgij
數字	lgik
職守	lgik
噴射	lgik
數獨	lgip
唯我獨尊	lgiq
數額	lgit
吃客	lgit
吃緊	lgjb
數量	lgjf
數日	lgjr
嘲弄	lgjs
數理	lgjv
鄙視	lgjw
數珠	lgjy
咋了	lgke
數了	lgke
吃了	lgke
職務	lgkg
噴氣式	lgki
職分	lgkm
别無分店	lgkm
別無分店	lgkm
噴飯	lgkr
唾餘	lgkr
吃飯	lgkr
啄食	lgks
吃食	lgks
串親戚	lgku
吃飽	lgkw
婁子	lgkz
噴子	lgkz
噴嘴	lgla
呼叫	lgld
呼號	lgld
呼吸	lgle
呼啦	lglf
喑啞	lglf
咋啦	lglf
喃喃	lglg
噴嚏	lglg
咋呼	lglg
呼呼	lglg
數數	lglg
職數	lglg
呼喚	lglh
吱呀	lglj
吃喝	lglj
呼喊	lglk
數只	lglk
唾駡	lgll
數叨	lglm
呼哨	lglo
哦喲	lglo
職别	lgls
職中	lglu
呼嘯	lglv
呼嚕	lglv
職員	lglw
職別	lglw
職稱	lgme
呼應	lgme
鄙稱	lgme
吃透	lgme
口無遮攔	lgmf
吃癟	lgmi
噴香	lgmj
吃香	lgmj
婁底	lgmk
數種	lgmm
數秒	lgmo
口乾舌燥	lgmq
數千	lgmq
吃剩	lgmq
咋舌	lgms
數度	lgms
吃重	lgmv
噴湧	lgnb
唾液	lgnc
吃準	lgne
噴灑	lgnf
中南海	lgng
吃法	lgnh
呼台	lgnl
唾沫	lgnn
噴塗	lgnr
噴灌	lgns
噴水	lgns
吃水	lgns
噴漆	lgnu
噴淋	lgnu
職能	lgnw
噴濺	lgnw
鄙夷	lgob
職大	lgod
職級	lgoe
遺笑大方	lgoh
吃光	lgol
噴繪	lgor
數組	lgow
中篇小説	lgox
中篇小說	lgox
吃虧	lgpe
鄙陋	lgpf
職院	lgpi
中産階級	lgpo
唾罵	lgpr
吃罪	lgpu
别無長物	lgpy
別無長物	lgpy
噴燈	lgqb
噴塑	lgqd
史無前例	lgqe
噴火	lgqh
啄米	lgqm
噴糞	lgqv
哭喪着臉	lgqw
職前	lgqw
吃着	lgqw
吃慣	lgra
嗔怪	lgrb
中年人	lgre
鄙人	lgre
數人	lgre
吃人	lgre
呼蘭	lgsd
吃藥	lgsd
吃菜	lgse
吃葷	lgsh
吃著	lgsh
吃苦	lgsj
吃草	lgsj
吃力	lgsl
數落	lgsn
鄙薄	lgsn
數萬	lgsv
吃驚	lgsw
哭喪著臉	lgsw
數錢	lgtk
聚氯乙烯	lgtq
數錯	lgts
聯産承包責任制	lgty
職校	lguc
中直機關	lgud
咋整	lgul
呼機	lgun
哭喪棒	lguo
職業	lguq
咋樣	lguq
噴槍	lgur
呼入	lgur
職權	lgus
噴上	lgus
吃上	lgus
啼笑皆非	lguu
吃相	lguw
職掌	lgvf
噴墨	lgvh
噴畫	lgvh
數點	lgvp
吃點	lgvp
吃魚	lgvv
鄙見	lgwj
吃膩	lgwk
數目	lgwm
數月	lgwy
吃請	lgxh
串親訪友	lgxi
聽我說	lgxk
數說	lgxk
嘲諷	lgxl
數過	lgxo
吃過	lgxo
嘲謔	lgxp
數説	lgxq
聽我説	lgxq
數論	lgxr
數詞	lgxt
吃下	lgxx
噴霧	lgyk
吃肉	lgyr
三部曲	lgys
吃醋	lgys
聚氨酯	lgyu
數制	lgyy
嚇跑	lhaw
吹彈	lhbl
嚇尿	lhbn
吹角連營	lhbq
嗜好	lhck
吐絮	lhcl
嚇到	lhcm
三教九流	lhcn
吐出	lhdd
吹出	lhdd
嚴於律己	lhde
吹開	lhdf
嚇得	lhdj
吹得	lhdj
喚回	lhdl
中文版	lhdr
嚇倒	lhec
嗾使	lhef
喚作	lheg
三角債	lheh
嚇住	lhek
單方面	lhem
吹進	lheo
吹化	lheu
吹拂	lhfb
耽擱	lhfd
吹拍	lhfd
三老五更	lhff
嚇死	lhfh
噎死	lhfh
喚頭	lhfl
吹捧	lhfo
三角形	lhfs
吹鼓手	lhfs
聖地亞哥	lhfx
吹打	lhfx
吹擂	lhfy
吹管	lhgi
中青年	lhgj
中老年	lhgj
吹乾	lhgj
嘻笑	lhgm
中文系	lhgo
吐血	lhgp
嗜血	lhgp
咳血	lhgp
吐氣	lhgq
忠孝節義	lhgq
吹氣	lhgq
吹簫	lhgv
吹襲	lhgw
嚇壞	lhhc
喚起	lhhe
吹起	lhhe
中外文	lhhe
中青旅	lhhg
吸毒者	lhhj
三角地	lhhj
風聲鶴唳	lhhl
中文名	lhhl
耽於	lhhr
吐字	lhik
哇塞	lhis
三軍易得	lhjd
嚇暈	lhjh
吹響	lhkg
嚇成	lhkt
嚇昏	lhkx
啫喱	lhla
鳴冤叫屈	lhlb
喊冤叫屈	lhlb
嘟嚷	lhlc
吹風	lhlf
哆嗦	lhlg
嘟囔	lhlg
唉聲嘆氣	lhlg
哇哦	lhlg
哇哇	lhlh
嗷嗷	lhlh
嘻嘻	lhlh
嘖嘖	lhlh
嘟嘟	lhlh
咳咳	lhlh
咬文嚼字	lhli
忠於職守	lhli
哇噻	lhli
吹哨	lhlo
遺老遺少	lhlo
嚇唬	lhlp
吹嘘	lhlp
哮喘	lhlp
咳喘	lhlp
吹噓	lhlp
嘻哈	lhlr
咳嗽	lhlu
嚇呆	lhlu
嘟嚕	lhlv
嘟噥	lhly
吐穗	lhmb
吐痰	lhmq
咳痰	lhmq
吹動	lhmv
耽溺	lhnb
哧溜	lhnk
三角洲	lhnn
吐沫	lhnn
嚇退	lhno
吹水	lhns
嗜酒	lhny
吐綠	lhoa
吹奏	lhof
吐絲	lhoo
哈士奇	lhox
吐納	lhoy
中文網	lhoy
吐豔	lhpb
中產階級	lhpo
嚇阻	lhpw
吹燈	lhqb
吹塑	lhqd
另起爐竈	lhqi
另起爐灶	lhqq
嚇着	lhqw
吹着	lhqw
嗜煙	lhqy
嚇人	lhre
中外合資	lhri
風土人情	lhrr
嗑藥	lhsd
吐蕃	lhsg
嚇蒙	lhsh
吹著	lhsh
嚇著	lhsh
三角架	lhsl
吹落	lhsn
吐蕊	lhsr
吹散	lhsw
吐司	lhtf
三角函式	lhtk
三角函數	lhtl
聯產承包責任制	lhty
喫老本	lhuf
吃老本	lhuf
只欠東風	lhul
吹來	lhul
單放機	lhun
取款機	lhun
三角板	lhur
吐槽	lhus
凡士林	lhuu
三文魚	lhvv
吐翠	lhvv
吹皺	lhwd
嗜睡	lhwg
貴遠賤近	lhwr
嘻遊記	lhxe
耽誤	lhxl
吹過	lhxo
三角戀	lhxo
吐露	lhya
吳越同舟	lhyd
喚醒	lhyj
哇靠	lhyl
吹牛	lhyn
風起雲湧	lhyn
鳳冠霞帔	lhyp
吐艶	lhys
器宇軒昂	libj
嗅到	licm
三宮六院	licp
喧雜	licr
喧鬧	lidc
噬魂師	lidf
嘘寒問暖	lidj
噓寒問暖	lidj
嗅聞	lidl
嗅覺	lids
咱們	lied
咱倆	lief
哈密瓜	lieg
喀什	lieg
另存爲	liek
數字化	lieu
喧擾	lifa
唯恐天下不亂	life
别有天地	lifh
別有天地	lifh
三室兩廳	lifm
喧天	lifo
遺害無窮	ligi
中宣部	ligl
喧笑	ligm
唱獨角戲	lihp
吳宗憲	liib
咱家	liig
咱班	lijq
喧響	likg
另存為	likk
聚寶盆	likm
喫獨食	liks
吃獨食	liks
哭鼻子	likz
喧嚷	lilc
耳邊風	lilf
吹冷風	lilf
單身貴族	lilh
喀嚓	lili
喧囂	lill
别有風味	lill
別有風味	lill
耳鼻喉科	lilm
巡邊員	lilw
喧沸	linb
别有洞天	linf
別有洞天	linf
單身漢	lins
哈工大	liod
三字經	liof
喧賓奪主	liok
風姿綽約	lioo
吹灰之力	lios
吠陀	lipi
嘖有煩言	liqx
遺臭萬年	lisg
喫穿用度	lism
吃穿用度	lism
别有用心	lisr
別有用心	lisr
喫官司	litf
吃官司	litf
數字鍵	litv
貴賓卡	liup
史密斯	liur
喧騰	liwq
口蜜腹劍	liwr
三魂七魄	lixd
喧譁	lixs
唱碟	ljas
三環路	ljat
喝足	ljaz
巢居	ljbj
逞強	ljbn
喝粥	ljbq
唱衰	ljcf
聽她	ljcj
呈交	ljck
聽到	ljcm
風景如畫	ljcv
聽出	ljdd
唱出	ljdd
聽牌	ljdd
巢狀	ljdi
聽得	ljdj
喝得	ljdj
唱得	ljdj
聽閾	ljdk
呈閱	ljdk
聽聞	ljdl
喝問	ljdl
唱盤	ljdl
唱片	ljdp
呈閲	ljdq
聽從	ljdr
聽覺	ljds
三班倒	ljec
聰明伶俐	ljee
唱段	ljel
聽任	ljem
順時而動	ljem
喝彩	ljeu
聽候	ljeu
數理化	ljeu
聽信	ljex
聽政	ljfa
呈正	ljfa
三缺一	ljfi
三日打魚兩日曬網	ljfo
聰明一世	ljfs
咂摸	ljfs
聽打	ljfx
聽音	ljgj
中日韓	ljgj
聽衆	ljgp
嘔氣	ljgq
剿襲	ljgw
聽筒	ljgy
聽聲	ljhb
呈文	ljhe
唱起	ljhe
三星堆	ljhe
喝多	ljhh
聽者	ljhj
唱名	ljhl
呈報	ljhq
風景名勝	ljhw
几案	ljic
聽寫	ljid
聽完	ljif
喝完	ljif
聽審	ljig
聽憑	ljir
唱功	ljis
巢穴	ljix
咬緊牙關	ljjd
呈覽	ljjg
風景區	ljjl
呈祥	ljjq
呈示	ljjs
剿匪	ljju
呈現	ljjw
聽了	ljke
喝了	ljke
逞威	ljkf
順理成章	ljkg
唱響	ljkg
聰明才智	ljkj
喫現成飯	ljkk
吃現成飯	ljkk
聽成	ljkt
咂嘴	ljla
聽取	ljlb
咕喞	ljld
喝風	ljlf
嘔吐	ljlh
咕嘟	ljlh
吠影吠聲	ljlh
咕咕	ljlj
聽聽	ljlj
聽唱	ljlj
哐啷	ljlk
取暖器	ljll
嗶嘰	ljln
咕嘰	ljln
唱喏	ljls
咕咚	ljlt
喝叱	ljlu
咕嚕	ljlv
咕唧	ljlv
巡視員	ljlw
咕噥	ljly
風景秀麗	ljmf
唱和	ljml
咂舌	ljms
中短波	ljnb
聽潮	ljng
唱法	ljnh
聽清	ljnh
巢湖	ljnj
喝湯	ljnj
剿滅	ljnk
三明治	ljnn
喝水	ljns
逞能	ljnw
喝酒	ljny
風景線	ljod
數量級	ljoe
吐故納新	ljog
聰明絶頂	ljox
聰明絕頂	ljox
聽眾	ljpe
唱戲	ljpf
聽戲	ljpf
呈獻	ljpf
聽障	ljpg
中醫院	ljpi
聽隨	ljpi
聰明睿智	ljpj
剿除	ljpr
咕隆	ljpt
喝道	ljqi
呈送	ljqo
聽着	ljqw
喝着	ljqw
唱着	ljqw
聽命	ljra
聽慣	ljra
聽會	ljrf
唱會	ljrf
嘔心	ljri
喝令	ljrk
喝斥	ljrk
呈遞	ljrp
聽懂	ljrs
口是心非	ljru
聰明反被聰明誤	ljrx
中醫藥	ljsd
逞兇	ljsd
喝藥	ljsd
喝著	ljsh
唱著	ljsh
聽著	ljsh
中堅力量	ljsj
剿共	ljsk
聽力	ljsl
聽勸	ljsl
喝茶	ljsr
剿殺	ljsu
唱針	ljtg
聽錯	ljts
只知其一	ljuf
聽來	ljul
數易其稿	ljum
唱機	ljun
呈上	ljus
吳克群	ljvg
吳克羣	ljvg
風景畫	ljvh
聽書	ljvh
哐當	ljvv
唱腔	ljwi
聽見	ljwj
聽膩	ljwk
貴古賤今	ljwr
咬牙切齒	ljxa
聽證	ljxb
唱誦	ljxb
聽記	ljxe
聽骨	ljxg
呈請	ljxh
聽課	ljxj
聽說	ljxk
唱歌	ljxl
聽歌	ljxl
聽話	ljxm
聽過	ljxo
聽説	ljxq
聽診	ljxr
聽講	ljxs
唱詞	ljxt
喝下	ljxx
呈露	ljya
喝醉	ljyc
唱票	ljyj
唱曲	ljys
聽雨	ljyv
只願	lkad
三寸不爛之舌	lkam
凡此	lkau
中子彈	lkbl
凡屬	lkbn
凡由	lkby
只顧	lkce
三八婦女節	lkcg
凡高	lkcg
只好	lkck
聊到	lkcm
聊齋	lkcq
只須	lkda
喊出	lkdd
只得	lkdj
凡間	lkdj
聊得	lkdj
只問	lkdl
只因	lkdo
只收	lkdt
三分像人七分似鬼	lked
凡例	lkef
只愛	lkeh
只做	lkej
聊以	lkek
只爲	lkek
喊住	lkek
只佔	lkep
只供	lkes
嚇了一跳	lkfa
只把	lkfe
只求	lkfn
聊天	lkfo
只看	lkfw
喊打	lkfx
只等	lkgh
只管	lkgi
只算	lkgw
喫了豹子膽	lkgw
吃了豹子膽	lkgw
吼聲	lkhb
喊聲	lkhb
聊表	lkhc
聊起	lkhe
喊冤	lkhh
只夠	lkhh
聊城	lkhk
只賣	lkhp
唱主角	lkhs
聊友	lkib
只准	lkie
喫飽穿暖	lkij
吃飽穿暖	lkij
只憑	lkir
凡客	lkit
只在	lkiu
凡在	lkiu
只有	lkiw
凡有	lkiw
只是	lkjf
凡是	lkjf
三分球	lkjf
喊了	lkke
凡響	lkkg
只為	lkkk
凡事	lkkl
凡事預則立不預則廢	lkkm
喫飽喝足	lkla
吃飽喝足	lkla
喊叫	lkld
吼叫	lkld
吩咐	lkle
啼飢號寒	lkli
聊聊	lklk
吼吼	lklk
凡品	lkll
咏史	lkls
只應	lkme
中飽私囊	lkmg
凡塵	lkmh
只剩	lkmq
凡庸	lkmv
只消	lkno
只能	lknw
三八線	lkod
三分之一	lkof
凡夫	lkof
咏春	lkoj
三寸之舌	lkom
呂氏春秋	lkom
只給	lkor
只限	lkpn
只買	lkpw
喊道	lkqi
只道	lkqi
聊着	lkqw
喊着	lkqw
只怪	lkrb
咏懷	lkrc
只怕	lkrd
凡人	lkre
喊人	lkre
只會	lkrf
凡心	lkri
中成藥	lksd
咏歎	lksf
聊著	lksh
喊著	lksh
凡世	lksi
只用	lksy
咏梅	lkug
聊賴	lkul
只對	lkuq
聊上	lkus
只比	lkuu
只想	lkuw
只當	lkvv
只見	lkwj
只够	lkwl
嗓子眼	lkwn
只讓	lkxc
只許	lkxg
只讀	lkxh
只說	lkxk
只可	lkxl
喊話	lkxm
只説	lkxq
只要	lkyc
只需	lkye
只配	lkye
凡需	lkye
喊醒	lkyj
聊生	lkys
喞喞歪歪	llaa
唧唧歪歪	llaa
喋喋不休	llae
聖母	llam
嚴厲	llas
單碟	llas
單頁	llaw
單發	llbb
單軌	llbc
單擊	llbd
順風轉舵	llbd
單弱	llbi
戰車	llbj
單車	llbj
串連	llbo
囂張	llbp
獸皮	llbp
單張	llbp
單層	llbq
串通	llbs
聖殿	llbs
戰局	llbt
聖衣	llcc
戰衣	llcc
嘈嘈雜雜	llcc
嗚呼哀哉	llcg
駡娘	llck
獸交	llck
聖女	llcn
單就	llco
戰袍	llcw
喫喝嫖賭	llcw
單肩	llcw
吃喝嫖賭	llcw
單姓	llcy
咆哮如雷	llcy
哭鬧	lldc
戰鬥	lldd
品牌	lldd
吵吵鬧鬧	lldd
品出	lldd
嚴懲	lldf
嚴師	lldf
品德	lldg
駡街	lldh
聖徒	lldh
戰艦	lldj
品行	lldj
單間	lldj
單行	lldj
獸行	lldj
串行	lldj
戰國	lldk
戰役	lldl
戰船	lldl
嗷嗷待哺	lldl
串門	lldm
單門	lldm
戰後	lldn
器樂	lldn
咖啡因	lldo
聖恩	lldo
呼啦圈	lldq
聖所	lldr
戰術	lldu
戰將	lldw
單向	lldx
戰亂	lleb
單傳	lleb
嚴辭	lleb
單隻	lleb
單個	lled
戰俘	llee
單選	llee
單雙	llee
戰例	llef
單位	lleg
品位	lleg
聖代	llek
品保	llel
單面	llem
喫啞巴虧	llep
耳聽爲虚	llep
吃啞巴虧	llep
耳聽爲虛	llep
聖僧	lleq
戰備	lles
串供	lles
咬耳朶	lleu
串貨	lleu
戰爭	llev
單側	llew
器件	lley
單價	lley
單件	lley
嚴正	llfa
單挑	llfd
三三兩兩	llff
吹吹打打	llff
串接	llfg
戰死	llfh
單列	llfh
串換	llfh
顎裂	llfh
單一	llfi
嚴控	llfi
品控	llfi
單于	llfk
單元	llfl
聊聊天	llfo
單據	llfp
單擺	llfp
咄咄逼人	llfr
聖哲	llfr
嚴刑	llfs
聖手	llfs
單手	llfs
鳳凰于飛	llft
單指	llfu
單排	llfu
喫喝拉撒睡	llfw
吃喝拉撒睡	llfw
嚴打	llfx
單打	llfx
品第	llgb
品貌	llgd
品節	llgd
咒符	llge
單瓣	llge
單産	llgg
品管	llgi
嚴管	llgi
噪音	llgj
單幹	llgj
哭喪	llgl
中聯部	llgl
哈哈笑	llgm
品系	llgo
鳳鳴朝陽	llgp
戰端	llgp
嚴辦	llgs
單親	llgu
串親	llgu
單筆	llgv
品節	llgv
三聚氰胺	llgw
戰龍	llgw
啞口無言	llgx
喇叭筒	llgy
咒怨	llha
單產	llha
噪聲	llhb
哭聲	llhb
戰壕	llhc
戰表	llhc
聖壇	llhc
咖啡色	llhe
單色	llhe
品色	llhe
單方	llhf
戰鼓	llhg
戰旗	llhg
獸族	llhg
口口聲聲	llhh
單幫	llhh
患者	llhj
戰場	llhj
聖地	llhj
戰地	llhj
聖者	llhj
聖城	llhk
鄲城	llhk
聖域	llhk
品名	llhl
駡名	llhl
單名	llhl
單臺	llhl
戰報	llhq
耿耿於懷	llhr
嚴於	llhr
戰士	llhs
嚴責	llhw
單項	llia
戰犯	llia
嚴實	llia
戰友	llib
器官	llib
獸窟	llib
串案	llic
器宇	llif
單邊	llii
哭窮	llii
嚴嚴實實	llii
嚴守	llik
單字	llik
戰况	llil
戰魂	llin
單獨	llip
嚴密	llir
單憑	llir
嚴寒	llis
單身	llis
戰功	llis
患有	lliw
唸唸有詞	llix
喃喃自語	llix
咬咬牙	llja
聖賢	lljb
嚴緊	lljb
戰神	lljb
喫喝玩樂	lljd
哈耶克	lljd
吃喝玩樂	lljd
品題	lljf
品玩	lljf
戰時	lljh
獸醫	lljj
戰戰兢兢	lljj
風吹日曬	lljj
戰區	lljl
單日	lljr
戰果	llju
嚴明	lljw
聖明	lljw
吟風弄月	lljw
獸王	lljw
戰禍	lljx
串珠	lljy
哭了	llke
單孔	llke
耳聽八方	llkh
咖啡館	llki
戰事	llkl
耳聽為虛	llkp
獸慾	llkr
三災八難	llks
戰斧	llks
串成	llkt
戰成	llkt
吸風飲露	llky
單子	llkz
哭啼	lllc
哭叫	llld
呱呱叫	llld
單號	llld
哭咽	llld
順風耳	llle
聶耳	llle
喘吁吁	lllf
嘩啦啦	lllf
呼啦啦	lllf
聶風	lllf
單數	lllg
聖職	lllg
咳咳咳	lllh
嘭嚓嚓	llli
哎呀呀	lllj
哭喊	lllk
單單	llll
咒駡	llll
嘻嘻哈哈	llll
嘰嘰喳喳	llll
哭哭啼啼	llll
駡駡咧咧	llll
聖戰	llll
三聯單	llll
嘮嘮叨叨	llll
喞喞喳喳	llll
嚴嚴	llll
聖獸	llll
唧唧喳喳	llll
品味	llln
串聯	llln
串味	llln
嘍囉	lllp
