a 不
ldsj 𢆭
ldsk 𡄆
ldsl 𢀇
ldsl 𢀈
ldsm 𠠌
ldsm 𠠗
ldsm 𣰫
ldsn 𥝁
ldso 邋
ldso 𠴿
ldsp 巤
ldss 𩘙
ldst 𠻦
ldst 𫿢
ldsu 𠹇
ldsv 𦒩
ldsw 𠿥
ldsw 𩙊
ldsw 𫖩
ldti 𠯃
ldti 呝
ldtj 㘅
ldtl 𡁤
ldtp 𠲠
ldtp 𢼙
ldtp 𦕻
ldtp 𫬚
ldtr 聰
ldtr 聰
ldtt 㘚
ldtt 𦘑
ldtt 𪢀
ldu 嗖
ldua 喞
ldub 嗖
ldub 颼
ldub 䏂
ldud 𦖳
ldud 嘅
lduf 𡃢
ldug 噑
ldum 嘄
ldum 𠟾
ldum 𠟿
ldum 𠳁
ldum 𠹠
ldum 𡂢
ldup 𡄊
lduq 㘓
ldus 𠢶
ldvd 𡀒
ldvj 𠷈
ldvj 𱔱
ldvk 𤳧
ldvl 𨤦
ldvs 𡀭
ldvv 𭉮
ldwj 𡆚
ldwj 𮗔
ldwk 啲
ldwk 𡁝
ldwk 𦖡
ldwk 𭊟
ldwt 𠼍
ldwv 嗚
ldwy 㗴
ldwy 𭈞
ldx 响
ldxd 𠺉
ldxd 𠀩
ldxi 唣
ldxl 㗿
ldxt 㘚
ldxt 𦘑
ldxv 响
ldxv 呂
ldxv 呂
ldyc 𠷨
ldyd 𫪕
ldyk 𡃳
ldzf 𩗋
ldzv 𪠾
le 耳
le ⽿
leab 𭋨
lean 𠷍
leaw 𤭗
leaz 𱓠
leb 吧
lebb 𠽙
lebc 𪩡
lebd 𪅺
lebj 喉
lebj 𩘋
lebk 𠲽
lebk 𡀯
lebo 𫫊
lebo 𬩴
lebp 𠳩
lebp 𰈏
lebs 𦕽
lebs 𭈁
lebv 吧
lebv 邑
lebv 𨙨
lebv ⾢
lecc 𠵱
lecc 𮖄
lecj 𠯾
lecn 哸
lecn 𫪱
lecx 𠼵
ledb 𪡈
ledb 𱒲
ledd 𭍉
lede 𨞰
lede 𨞸
lede 𲆛
ledj 嗰
ledj 㗖
ledj 𡁫
ledj 𦗌
ledn 鷕
ledn 鴄
ledn 𪄼
ledt 𠿬
ledt 𪡟
lee 耳
lee ⽿
leeb 𠵺
leee 聏
leee 𠽴
leee 𰭻
leeh 𬯮
leei 𠮪
leek 噀
leen 𠯹
leen 𭉨
leer 𠳎
leev 㖇
leff 𭈚
lefi 𠳍
lefi 𬺾
lefk 呉
lefm 𭈖
lefn 𱊡
lefs 𠷊
lefs 𭈓
lefs 𭌞
legb 𢻌
legi 𠯰
legl 𠴖
legl 𭉩
lego 喺
lego 𠶆
legp 𠴚
legt 𰇒
legv 呱
lehb 嗳
lehb 㖟
lehc 𡿾
lehe 𬚟
lehe 𭋕
lehh 𪵌
lehh 𫪥
lehh 𱓊
lehj 𫫰
lehk 𫬦
lehn 𠳷
leho 𪡇
lehs 𠱊
leht 噯
leht 𭊩
lehv 唯
leic 𫪢
leie 耴
leie 𦔮
leie 𱒊
leiq 𰇛
leir 𡁋
leiv 𠮜
leiv 𠯇
leiw 匹
leiw 𨚼
lejb 𠳔
lejc 𠼸
leje 咃
lejf 嗂
lejf 䬙
lejf 𭈂
lejf 嗂
lejg 𱒴
lejo 𨘽
lejt 𠼏
leju 𱓹
leka 𱒟
lekb 𪓕
lekc 咐
lekc 哷
lekc 𭔪
lekc 𱓗
lekd 吸
lekd 𩖪
lekd 吸
leke 啂
lekf 𠴓
lekg 𠲎
leki 𠰺
lekk 𠴓
lekk 𠼮
lekk 𫩳
lekl 𠸘
lekr 㕽
lekw 噅
lekz 哹
lekz 𠱆
lekz 𡥕
lekz 𦖀
lekz 𬚕
lelb 𫩌
leld 𭂼
lele 䣈
lele 𨛜
lelh 𫮳
lelt 𭍍
lelu 𠸒
lelw 𠵭
leml 𠶉
lemm 𣬮
lemr 𠲉
lemr 𠲏
lemr 𱓈
lemr 𱓶
lemv 喕
lemv 𠷰
lemw 𠿹
lena 𠯷
lene 𭌲
leno 嗘
lenv 𠮨
leoa 𡁓
leoc 𨓊
leoc 𰺴
leod 吳
leod 𠷀
leod 𡆓
leoj 𠺭
leol 𡂩
leol 𱓺
lepe 𡀰
lepf 𨛗
lepk 嚼
leqb 噍
leqb 𦗠
leqb 𨚋
leqh 𤈨
leqh 𰈭
leqj 𠴞
lerb 𠴒
leri 㗹
leri 𠲹
leri 𦗂
leri 𭋿
leri 𰈒
lerq 𱕚
lerw 𭌭
lery 𠹹
lese 𨞔
lese 𨞠
lese 𲆡
lesj 𠺦
lesk 𱓋
lesl 𭇿
less 𡀠
lesv 𱒄
letp 𠳚
leua 𭌜
leub 吪
leud 𭉫
leud 𭊑
leuf 𭈄
leug 哗
leuj 晉
leum 咻
leum 啋
leum 㗱
leum 𩗆
leum 𫆇
leum 𫩴
leuo 𡂈
leuq 𠹎
leut 𠳘
leut 𩗚
leuu 𠺧
leuw 𰈣
levb 𠸬
levb 𪓕
levc 𧐌
levg 咿
levl 𠸨
levn 𠷍
levn 𱔎
levt 𱒼
levt 𩗲
levv 𮡝
levy 𠽀
lewj 𠼽
lewm 𠷒
lewq 𭋢
lexd 𠯼
lexi 呡
lexi 𦕛
lexj 㗃
lexl 哬
lexy 𱓞
leyb 喛
leyb 𦖵
leyc 廵
leye 𡃽
leyj 𠿘
leyl 𡂗
leyn 𠲟
leyw 𰉀
leyy 𪢋
lezv 𫩜
lf 風
lf ⾵
lfab 𱒧
lfab 𫩾
lfai 聇
lfai 𠰪
lfai 𠳏
lfak 𭍓
lfal 𠵠
lfam 𠯞
lfaq 嘕
lfat 𡅒
lfbc 𪢅
lfbj 𩘤
lfbl 唔
lfbl 䎸
lfbl 𠼘
lfbl 𱕕
lfbp 𠵿
lfbp 𫑣
lfbr 𱒫
lfbt 𭋝
lfbw 㕶
lfce 𡃵
lfci 𠱏
lfci 𫬬
lfck 𪠺
lfcl 𫩽
lfcn 𫥟
lfcq 𱓰
lfdb 啪
lfdd 𠶯
lfdg 𥪻
lfdi 𰈁
lfdk 𠮱
lfdk 𠮲
lfdn 鳳
lfdn 𰈾
lfdo 𮞐
lfdp 𱔸
lfdr 𡿸
lfds 哤
lfds 𡿸
lfdw 𡀴
lfea 𭈶
lfeb 𠴙
lfei 𠯩
lfei 𬺺
lfei 叱
lfek 𠳖
lff 風
lff ⾵
lffa 𠽕
lffb 㗑
lffo 呒
lffs 𠴋
lfft 𪡆
lffu 𠻺
lfgb 𠴜
lfgb 𠳖
lfgc 𠙤
lfgc 𪡸
lfgf 𩇦
lfgl 啦
lfgp 咙
lfgp 𰭹
lfgv 𡃓
lfgx 𠱹
lfhc 𧛵
lfhc 𱔗
lfhh 𭊧
lfhk 㓘
lfhk 𤥔
lfhk 𩝖
lfhk 𭉝
lfhk 𱓙
lfhm 咧
lfhm 颲
lfho 𡃿
lfho 𨔭
lfhp 𡂍
lfhp 𫫔
lfhq 煭
lfhq 𠺅
lfhq 𤋴
lfhs 𠡢
lfhu 𠽄
lfhu 𭇟
lfhv 𩹒
lfhx 夙
lfhx 𠯪
lfhx 𣧄
lfic 𡿧
lfig 唞
lfig 𠲞
lfij 𬺲
lfij 𮯰
lfit 𫪶
lfix 𰉆
lfja 𠽮
lfjb 𪢚
lfje 𭊪
lfjf 咺
lfjf 𠵆
lfjf 𰏃
lfjg 𠙊
lfji 𭉛
lfjr 凬
lfjr 𫽑
lfjs 哽
lfka 𠳑
lfka 𫪗
lfkc 吁
lfkc 𠯊
lfkk 𫬹
lfks 𡁠
lfks 𬚨
lfkv 𫫶
lflb 𠽑
lflc 𡝤
lflg 𡁑
lflh 𭈵
lfli 𠲮
lfll 𡆄
lflm 𣰟
lflo 𨘒
lflp 𫬶
lflq 哣
lfls 𠲴
lfls 𱒚
lflt 𢿙
lflu 嗝
lflu 𠿎
lflu 𫆋
lflu 𫬈
lflv 𠸢
lflv 𩘆
lflv 𰇗
lflw 𠰂
lfmc 𠼈
lfmd 𠿂
lfml 𠶅
lfml 𫫓
lfms 𠸓
lfna 𠯝
lfna 𦕇
lfnc 𠺲
lfnd 𪠻
lfnd 𪡁
lfnh 𠹿
lfnj 𥏈
lfnj 𫫃
lfnk 𩗕
lfnn 𠾍
lfnt 𠾀
lfnu 𠴬
lfnv 鸣
lfnw 唷
lfob 𱔅
lfod 吴
lfod 𦔿
lfod 𫚾
lfod 𭗽
lfod 𱒆
lfoe 𰭴
lfof 𠿓
lfog 𠳕
lfoj 𭊁
lfok 㖭
lfol 𠙗
lfol 㖔
lfon 𭈿
lfoo 𡃔
lfor 𫫄
lfou 㗺
lfov 㕱
lfov 𫝘
lfpe 𡆆
lfpj 𠯗
lfpj 𠰼
lfpj 𩖭
lfpj 𫥞
lfpl 𠳠
lfpm 𱲌
lfpo 𠴴
lfpp 𬩼
lfpu 啢
lfpu 𩗾
lfpu 𱕪
lfqm 𫪁
lfqm 𫪷
lfqs 𫬓
lfqy 𪡺
lfrb 𫩾
lfrh 𰈄
lfri 𱒬
lfrj 哳
lfrj 𦕶
lfrj 𩗙
lfrl 𠹗
lfrm 𱔄
lfrn 𫬜
lfro 𭊅
lfrr 𠻯
lfrx 𡂉
lfsb 𠷛
lfsk 𫪵
lfsl 𠙭
lfso 咞
lfso 咞
lfst 𫬒
lfsv 𠰅
lfua 啞
lfua 𦖂
lfua 𩗠
lfua 𩗽
lfuf 𠼕
lfuf 𠾵
lfuj 𠺳
lfuj 𰈃
lfum 𫪧
lfuo 𡃒
lfur 噁
lfva 啑
lfva 𩗳
lfvc 啛
lfvd 𠵾
lfvj 𠶟
lfvl 𨤥
lfvl 𭉜
lfvt 𱰭
lfvx 𤱹
lfwb 𠙒
lfwb 𱒀
lfwj 㓘
lfwm 𠸦
lfwm 𱲧
lfwo 𠸼
lfwo 𰇥
lfws 𠡔
lfwt 𨨬
lfwv 呜
lfxd 咑
lfxu 𫩿
lfyb 𠶺
lfyb 𪢚
lfyd 𠿂
lfyh 𠱻
lfym 囇
lfym 𦘐
lfyr 唡
lfyr 𠰳
lfyy 𫪃
lgae 唌
lgae 𦕣
lgai 𦕖
lgak 𠽢
lgam 𠳨
lgat 𠽊
lgaw 𩓶
lgbd 𠺠
lgbg 𭊗
lgbk 𡀤
lgbm 𪚩
lgbo 吱
lgbv 𠺏
lgch 𱻺
lgcl 𭌬
lgcn 唼
lgcn 𮋵
lgda 㘉
lgdb 𥀚
lgdb 𫫝
lgdd 𱚯
lgde 𨝚
lgdj 𡅉
lgdl 啚
lgdp 鄙
lgdp 𫬧
lgdw 𡅌
lgei 𱒁
lgfa 啣
lgfa 𦖐
lgfg 𱔌
lgfj 𠷢
lgfk 哦
lgfk 𬚚
lgft 𡆅
lggd 喭
lggd 𠚋
lggi 吘
lggi 𰭷
lggl 𡃀
lggl 𰈤
lggp 𭍌
lggs 𦗐
lggs 𦘄
lggw 㘖
lggx 𡁈
lggy 𰉁
lgha 嚏
lgha 嚔
lghd 𡅂
lghg 𦘄
lghk 哱
lghk 𠾡
lghk 𩗓
lgho 嗦
lgho 𩘝
lghs 𠷺
lghw 𭋂
lghx 𡅨
lgig 𫩰
lgij 𭂩
lgik 𭊔
lgiq 𠺑
lgir 噬
lgiv 叶
lgj 噫
lgje 𠰹
lgjf 𰈢
lgjh 噷
lgjj 𡅎
lgjk 哖
lgjk 𠽤
lgjl 𱕑
lgjr 噫
lgjr 喑
lgjr 䬓
lgjr 𦖢
lgjs 𡀜
lgjt 𠼳
lgjw 嘲
lgjw 𡅙
lgjy 𠿨
lgjz 𠼀
lgkd 啄
lgkd 𠰗
lgke 𡁶
lgkf 𭋲
lgkh 𡏔
lgkj 職
lgkk 𠻏
lgkl 𦖱
lgko 𱔷
lgku 𪳓
lgl 囔
lgla 甊
lglb 𢿘
lglc 囔
lglc 婁
lglc 𫆓
lglc 𭒰
lgld 鷜
lgld 𱕳
lgle 𤬏
lgle 𦕮
lgle 𩀮
lglf 䬃
lglf 𡰍
lglf 𡰓
lglg 㪹
lglh 𡗆
lglh 𣤋
lglj 𠙅
lglj 𫩓
lglk 𱍿
lgll 𰚆
lglm 氀
lglm 𠞭
lglo 遱
lglo 𦇆
lglo 𨘠
lglp 䣚
lglp 𭊘
lglr 𡢺
lglt 數
lglt 𫫀
lglt 數
lglu 聥
lglu 𩘉
lglv 㕸
lglv 㖣
lglv 䬏
lglw 䫫
lglw 𡁦
lglw 𡄙
lglw 𧢃
lglw 𩖅
lgmy 㗛
lgna 䶸
lgna 𡆟
lgna 𰭳
lgna 吆
lgng 𠿵
lgng 𭈍
lgnr 𡄩
lgoc 𠽖
lgof 呹
lgol 𠵰
lgoo 𱓌
lgos 𫪈
lgow 𠿫
lgox 𠰚
lgox 𦕗
lgoz 𠰏
lgpb 咋
lgpd 𬚠
lgpe 囖
lgpe 𭋬
lgph 𱕌
lgpi 𪢊
lgpm 𠲣
lgpp 𨟡
lgpr 聴
lgpr 𠷿
lgpr 𦗟
lgqg 𡅵
lgqk 呼
lgqm 𠺪
lgqm 𩗞
lgqm 𩘞
lgqp 𠽲
lgqr 㗭
lgqt 𠰜
lgqv 噃
lgqv 𠯏
lgrf 𠾊
lgrh 㗳
lgrh 𦗧
lgrl 𪢑
lgrm 𡄍
lgrw 𡀅
lgsf 𩗛
lgsh 𡌍
lgsh 𪣿
lgsi 𰇜
lgsj 𭋩
lgso 呏
lgso 𠱥
lgsq 嘸
lgsq 𡅊
lgsu 唾
lgsu 𦖋
lgsu 𩗰
lgsw 噴
lgsw 豗
lgsw 噴
lgsy 喷
lgta 颴
lgtb 吸
lgtb 𩖪
lgtb 吸
lgti 吃
lguf 𠼒
lguf 𭇩
lgug 𠲗
lgul 𪢘
lgum 𰈍
lguq 𱕍
lgur 噺
lguw 嚫
lgva 㘉
lgvc 啛
lgvc 𩗝
lgvf 𡅣
lgvf 𮨳
lgvj 𠽩
lgvl 噇
lgwb 𡀹
lgwg 𡂌
lgwk 嗔
lgwk 𠹕
lgwk 𡁷
lgwk 𦗀
lgwl 𠾠
lgwl 𭍎
lgwn 𦖶
lgwp 嚨
lgwp 䏊
lgwp 𩙘
lgwq 𠶗
lgws 𱕋
lgww 𡅥
lgwx 𰉌
lgwy 𫬟
lgxf 𮨬
lgxg 𡅼
lgxi 吒
lgxi 𭆿
lgxo 𬗍
lgxs 𤕔
lgxv 㖕
lgxy 𤚧
lgyg 喃
lgyi 𰈯
lgyl 𪢉
lgyp 𨝿
lgys 𪡾
lgzv 𪠿
lgzv 𪡊
lhaa 卼
lhaa 𠱓
lhaa 𩗜
lhad 喭
lhai 𠷮
lhaj 㗋
lhaj 𱂾
lhak 𡁄
lhal 𦗯
lham 𠷮
lhaq 𠽵
lhaq 𦖹
lhav 𦗎
lhav 𱃊
lhaw 𮨅
lhaw 㘖
lhax 噡
lhax 聸
lhax 𲋉
lhay 𠻿
lhba 𡄇
lhba 𭌏
lhbg 𭉎
lhbi 𠴢
lhbi 𦕔
lhbj 喗
lhbl 𡄔
lhbm 𪚩
lhbo 𭋗
lhbp 𠶊
lhbp 𨞎
lhbr 𰇧
lhci 哝
lhci 𠶓
lhcn 𭇭
lhcs 𠸀
lhdb 𠻍
lhde 耽
lhde 囄
lhde 㕪
lhdh 𠵕
lhdj 啗
lhdj 𠾁
lhdk 𠰇
lhdk 𠱼
lhdk 𫩷
lhdn 䬜
lhdn 𠻗
lhdn 𡂞
lhds 嘭
lhds 𠲲
lhdt 㖫
lhdt 䬋
lhdw 𮋿
lheb 𠲅
lhef 𩖰
lheh 𠻓
lheh 𠼲
lheh 𦖅
lheh 𱔪
lhes 𠺬
lhev 呅
lhfb 𭈔
lhff 𩖫
lhff 𭈲
lhfv 㕫
lhga 𩘶
lhgb 𠿤
lhgb 𮨲
lhgd 𡆈
lhgj 嗾
lhgj 𠷇
lhgj 𦖮
lhgk 𩘓
lhgs 𭉇
lhgv 𡆍
lhha 𡁲
lhha 𭋄
lhhf 𮨫
lhhh 𭈯
lhhh 𭊶
lhhk 𪡶
lhhl 嘵
lhhl 𠳗
lhho 𡃺
lhhp 啩
lhhq 噎
lhhq 𠺡
lhhq 𭋣
lhhr 𠹤
lhht 哇
lhht 嗷
lhht 𮶒
lhht 𱃋
lhhu 𡀄
lhhv 咳
lhhw 嚽
lhhx 哆
lhhx 𠳻
lhhx 𩗈
lhhy 𪢕
lhiv 𠲔
lhj 噜
lhja 𠽯
lhjb 𠼓
lhje 哋
lhjh 𫫬
lhjk 䏃
lhjk 𡅛
lhjk 𭉳
lhjn 㘑
lhjo 𪢆
lhjp 嘟
lhjr 噜
lhjr 啫
lhju 𠹳
lhju 𭋱
lhjw 𭌎
lhk 嚇
lhka 哜
lhkb 𠼶
lhkb 𭊥
lhkc 𠱾
lhkc 𠲝
lhkc 𠾢
lhkd 𠮻
lhke 𠾲
lhkh 𠵕
lhkj 𠾁
lhkk 嚇
lhkk 哧
lhkk 䬉
lhkn 𡂞
lhkp 𭉞
lhkt 嘋
lhkt 㖫
lhkt 䬋
lhkt 𠻲
lhku 𠳸
lhku 𠶀
lhkv 𭌤
lhkw 𭌍
lhky 𠳾
lhkz 哮
lhlc 㘆
lhlc 𪡫
lhld 𠲶
lhld 𡁅
lhld 𱕷
lhle 𠻎
lhlg 𱔠
lhlj 㕴
lhlj 𦕍
lhlk 嚵
lhlk 𰇳
lhll 𠽻
lhlo 𭋜
lhlr 𠼿
lhlr 𡃨
lhls 𠷦
lhls 𪵉
lhlv 嘻
lhlv 咭
lhlv 聐
lhlv 𠱷
lhlv 𠳺
lhlv 𠸠
lhlv 𩗊
lhlv 𭇺
lhlw 𧷝
lhlw 𭋴
lhmd 𠛱
lhmd 𩗌
lhmd 𭇯
lhmd 𭌰
lhmd 𰇞
lhml 𠾸
lhmm 𥟜
lhmo 喫
lhmq 𤉩
lhna 呿
lhna 𠘾
lhna 𠳞
lhng 𭈷
lhnj 𭉚
lhnp 嗑
lhns 𠲵
lhns 𣵯
lhod 𪥒
lhos 嗉
lhos 𩘣
lhow 𡁻
lhox 𠰚
lhpb 𠰻
lhpb 𰇚
lhpd 𦖄
lhpf 𠲄
lhpf 𦕬
lhpj 𭈇
lhpw 𡂝
lhqb 𠾷
lhqe 𫆁
lhqg 啈
lhqg 𪡒
lhqh 焁
lhqk 𠽃
lhqm 𥺔
lhqo 噠
lhqp 𬪒
lhqv 吹
lhqy 𱕰
lhri 唹
lhri 𠴤
lhri 𱓽
lhrj 𭇵
lhrl 𡀁
lhsg 嘝
lhsl 𠡕
lhsl 𠡝
lhsl 𱒣
lhsv 𫬼
lhsv 𱔿
lhsy 唃
lhsy 𠿇
lhtc 𱖉
lhti 𠰤
lhtk 嚋
lhtk 䬞
lhtp 唛
lhtp 𠲊
lhtp 𰇷
lhtv 吐
lhub 咾
lhub 𦕳
lhub 𱻧
lhue 𠳜
lhuj 嗜
lhuu 𫫋
lhvc 𱔭
lhvl 𠹺
lhvq 𠿼
lhvr 喼
lhvt 𠲜
lhvt 𩗲
lhvx 𫩩
lhwb 嘖
lhwg 嘝
lhwh 唃
lhwj 𠻾
lhwm 𰇸
lhwm 𠻾
lhwq 𭋣
lhws 𬆞
lhwt 嗷
lhwt 𱃋
lhwv 𫩔
lhwv 𫬼
lhwv 𱔿
lhww 嚽
lhww 𡃁
lhwy 啨
lhwy 聙
lhwy 𩗼
lhwy 𪢕
lhwy 𠿇
lhxc 𡿪
lhxd 𰇦
lhxf 𩖡
lhxj 𡖆
lhy 唤
lhyb 啧
lhyg 𭇖
lhyo 唤
lhyo 喚
lhzv 唗
lhzv 𠷸
li 咱
liaj 𠱍
liaw 𠾿
liaw 𡁃
liax 𦗰
libb 𠴨
libb 𡁁
libb 𱃈
libd 𡀙
libg 𠶥
libh 𡁍
libk 颰
libk 㕹
libl 嗐
libm 𱔣
licn 咹
licn 𮨪
licz 㗌
licz 㗧
licz 䏄
lidb 𫖽
lide 𠰽
lide 𠱇
lidi 𠻩
lidk 𠰡
lidk 𫩟
lidk 𬲈
lidq 𡃂
lieg 𠹁
liei 𬚒
liei 𠮲
liej 𩘰
liej 𫫠
liej 𭂬
liej 𭺪
liej 𲋄
liek 𰇊
lieo 𮞐
liev 𠮡
liev 𰇇
liew 𭀝
lifa 啶
lifa 聢
lifb 𪡣
liff 喧
lifk 𠱶
lifk 𠻤
lifl 唍
lifl 𮋲
lifu 𭊴
lifv 𠾙
lifw 𡁟
lige 𦔸
ligf 䫹
ligg 𬲁
ligi 呌
ligj 噾
ligj 𠽨
lign 𡀧
ligo 𠷖
ligp 鿽
ligs 𠺢
ligv 叿
ligv 𡂹
ligx 咤
ligx 䏁
ligx 𠹼
liha 啘
liha 𮨯
lihb 𡁁
lihh 𡁍
lihj 𱔢
lihk 𫫳
lihk 𱔢
lihl 嗐
lihl 𠷪
lihl 𭉊
lihm 𱔣
liho 𬲃
lihw 𫫜
liib 𡃕
liie 𦖓
liig 咗
liig 啌
liig 嘷
liig 聜
liii 飇
liil 𬲄
liin 𠴈
liin 𦕹
liio 𪢥
liio 𱓐
liiq 嗅
liiq 𠸂
liis 𠾮
liiw 𫪳
lija 𠽰
lijc 𠻈
lijs 𠵻
liju 𱕀
lijw 𠹡
lijw 𱒳
lika 䎴
lika 𠯤
likc 𠱔
likc 𩘧
likk 𠵡
likz 𭇬
lilb 𠻕
lild 𠹒
lild 𩘎
lilj 𠰽
lilj 𠱇
lilk 𱒗
lill 𠹒
lill 𩘎
lilr 𠺱
lilu 𠾯
lilu 𫬀
lilu 𱔤
lina 吰
lina 耾
lina 凨
lina 呍
lina 耺
lina 𩖢
lina 𫗀
lind 𡂃
linm 𫖼
lino 𫗁
lino 𫗂
lins 𠳃
lins 𦕷
lins 𩗢
lins 𰇖
lint 𬱶
liod 𭇚
liol 𦗞
liol 𱔓
lipj 咘
liqb 䬒
liqb 𠷃
liqb 𦖪
liqf 𩖮
liqh 咴
liqh 唙
liqh 𱃀
liql 𠺀
liqo 𫖿
liqu 𬱹
liqv 吠
lirb 唥
liri 𠺒
lirk 𰈚
lirl 𠹍
lirl 𦗋
lirl 𩘪
lirm 𬲂
lirm 𲋈
liro 𩙌
liro 𲋋
lirp 嘧
lirr 𫗃
lirr 𫗄
lirr 𭇹
lirv 𪢗
lirx 嚀
lirx 聹
lisa 𠽱
lisa 𡄓
lisf 𱃁
lish 噻
lisi 𭊻
lisk 𡂷
lisk 颰
lisk 㕹
lisl 𠴛
lisp 𨞟
lisr 𡅶
lisv 𠲳
lisv 𨈗
lisv 𫫯
lisw 㘔
lisy 㗷
lisy 𫬐
litc 𠾰
litl 喀
litw 𡅅
liub 咜
liub 䬁
liuh 𠱽
liuj 𱓾
liuk 𠱜
lium 𠳼
lium 𠹑
liuo 𰈎
livc 𮋷
livc 𰈋
livd 𱕐
livl 嚊
livl 𭉭
livy 𠿄
liwb 嗊
liwj 嚓
liwj 聺
liwm 𫫍
liwo 𱓬
liwp 喐
liwq 𠵌
liwq 𦖑
liwr 𫆒
liwy 哊
liwy 𭂱
lix 咛
lixd 咛
lixd 聍
lixd 𠳽
lixk 𡁮
lixy 𠾘
liyb 唝
liyk 𬲈
liyl 𱔫
liyn 哰
liyn 𦕵
lizv 咱
lj 几
lj 丌
lj 𠘧
lj 𠘨
lj ⺇
lj ⼏
ljae 𦕆
ljaf 颬
ljaf 𱔇
ljaj 啣
ljan 𭋙
ljav 呀
ljbd 𪅳
ljbh 𠼤
ljbh 𡋲
ljbk 丣
ljbk 𠰠
ljbm 𠞐
ljbm 𭄘
ljbo 𡁵
ljbo 𨖻
ljbp 𥁶
ljbp 𪕢
ljbq 𬋀
ljbr 𠺋
ljbr 𢥍
ljbv 畱
ljbw 㘋
ljbw 𧶝
ljcc 𭍈
ljcd 𡂵
ljco 𠾶
ljco 𫫩
ljcv 𠱸
ljcv 𠲬
ljcy 𮰗
ljde 𠳭
ljdj 噆
ljdr 𢙸
ljds 𢒝
ljdx 𡅜
ljeb 𰈰
ljee 𮋭
ljeh 𠾒
ljei 𠲥
ljei 𫩵
ljeq 𡁱
ljet 𭌥
ljev 吔
ljey 𢌥
ljfa 㖷
ljfa 𠷚
ljfd 颺
ljfd 啺
ljfi 呾
ljfj 𠙈
ljfk 𠳲
ljfk 𠵨
ljfl 𠶃
ljfs 𭌹
ljft 𠾝
ljgc 𡿵
ljgj 𭋎
ljgl 喅
ljgl 𡄦
ljgp 嚂
ljgp 尶
ljgp 𡅞
ljgp 𲋌
ljgr 聽
ljgt 𫭀
ljgv 咕
ljgw 囕
ljgw 𫬠
ljgx 𠽿
ljhj 𫫨
ljhk 𠺮
ljhn 𭋰
ljhq 𫫉
ljht 㖏
ljht 𠶈
ljic 𠹵
ljie 聅
ljiv 𠱈
ljj 几
ljj 丌
ljj 𠘧
ljj 𠘨
ljj ⺇
ljj ⼏
ljjc 𠸯
ljjc 𦖧
ljjg 飋
ljjg 𠿗
ljji 𱒨
ljjo 𱕧
ljjr 唱
ljjr 𮨮
ljjt 噖
ljjv 𭌣
ljjw 哐
ljjx 𭌱
ljjy 𡄵
ljka 𠵫
ljkc 𫪅
ljkd 𠰧
ljkd 𮶑
ljkf 𭉸
ljkg 𢧄
ljkj 𠂡
ljkk 𭉸
ljkm 𭈾
ljkx 𭉌
ljlb 嘬
ljld 𠺷
ljlh 𡂿
ljlh 𰊩
ljll 嘔
ljll 𦗛
ljlv 𠰐
ljlv 𩗨
ljlv 𫪦
ljlw 𠳟
ljml 𪢤
ljmv 𱑿
ljnq 䏉
ljnq 𡀾
ljnw 𡆘
ljoc 逞
ljpb 𠼦
ljpe 𠿩
ljpe 𭍒
ljpf 郢
ljpf 𭈢
ljpj 咂
ljpj 𭇽
ljpk 嚹
ljpm 嗢
ljpm 嗢
ljpw 𠿐
ljqj 𠺚
ljre 𭈌
ljrf 䫻
ljrh 𠵏
ljrj 𱡩
ljrv 𠯐
ljrv 𠯭
ljrv 𠯮
ljrv 𱒈
ljse 𦕝
ljsh 𫪘
ljsi 呕
ljsj 嗶
ljsj 䬛
ljsl 𠽋
ljsn 嚗
ljso 哢
ljsr 𱕔
ljsv 呩
ljsx 𡄗
ljti 𮰔
ljtl 𠻐
lju 巢
ljua 𠿜
ljuc 𩫥
ljuc 𱕉
ljud 𪅕
ljud 𭛘
ljue 𱓛
ljuf 𠼭
ljuk 𰒱
ljum 巢
ljum 剿
ljum 𠞰
ljum 𠵩
ljum 𦖍
ljum 巢
ljup 鄛
ljup 𢀋
ljup 𧈊
ljup 鄛
ljup 𡄊
ljur 𢀊
ljus 勦
ljuu 𢀌
ljuu 𪡓
ljuu 𱜖
ljvj 𪡄
ljvv 𠹥
ljwd 𠴭
ljwd 𩗺
ljwd 𭕏
ljwe 喝
ljwe 喝
ljwe 喝
ljwf 𮨧
ljwh 𠿒
ljwj 𠻷
ljwj 𧡈
ljwq 𭉷
ljwv 呈
ljwv 㕵
ljwv 呈
ljww 尫
ljwy 㗅
ljwy 𭈭
ljxd 𱒘
ljxk 𡁜
ljyg 哻
ljyg 𩗤
ljyj 𰉊
ljyk 𠺾
ljyq 𡅏
ljys 𦖤
ljys 𭈻
ljyx 嗮
ljzc 𰏄
ljzv 𫩭
lk 只
lk 只有
lkaj 𦕅
lkaj 𱒌
lkak 𰈶
lkao 𠶐
lkav 只
lkav 叭
lkav 𠃢
lkbk 𰍵
lkcv 吋
lkda 𪡙
lkdj 凡
lkdj 𠁽
lkdj 𡁧
lkdj 𪛝
lkdk 𠯋
lkdk 𦕎
lkdn 𩾨
lkdn 𩿦
lkdp 啷
lkdp 𦖬
lkdp 𭉃
lkdp 𦗏
lkdw 𭀖
lkdw 𠻴
lkdw 𫆍
lkec 𡃲
lkeg 𭈦
lkei 吼
lkei 䬂
lkem 𠼟
